                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.78089,                0.84782,                 1.0893,                0.72038,                0.71733,                0.74969,                0.55463,                0.97311,                 1.0905,                 1.1672,             0.00055417,             0.00055417,             0.00055417
